ID,Tick,X,Y,Health,Energy,Satiety,Kinship,Status,Curiosity,Altruism,Intel,Age,Gen,Biome,Archetype,Karma,Alignment,Enlightenment,SoulAge,TribeId,NumMemes
20,1,16,12,100,99.9,99.5,49.9,0,20.1,50,70,1,0,Forest,Thinker,0,0,0,1,-1,0
1,2,7,16,100,89.8,99,49.8,0,10.2,50,50,2,0,Forest,Warrior,0,0,0,1,-1,0
2,2,17,13,100,94.3,99,49.8,0,10.2,50,50,2,0,Forest,Warrior,0,0,0,1,-1,0
3,2,13,14,100,99.9,99,49.8,0,10.2,50,50,2,0,Forest,Warrior,0,0,0,1,-1,0
4,2,1,14,100,93.8,99,49.8,0,10.2,50,60,2,0,Forest,Builder,0,0,0,1,-1,0
5,2,1,13,100,96.8,99,49.8,0,10.2,50,50,2,0,Forest,Warrior,0,0,0,1,-1,0
6,2,4,16,100,99.3,99,49.8,0,10.2,55,55,2,0,Forest,Prophet,0,0,0,1,-1,0
7,2,4,17,100,99.9,99,49.8,0,10.2,50,50,2,0,Forest,Warrior,0,0,0,1,-1,0
8,2,5,16,100,89.3,99,51.8,0,10.2,50,50,2,0,Forest,Warrior,2,0,0,1,-1,0
9,2,19,13,100,94.8,99,50.8,0,10.2,56,55,2,0,Forest,Prophet,3,0.03,0,1,-1,0
10,2,7,15,100,84.8,99,51.8,0,10.2,50,60,2,0,Forest,Builder,2,0,0,1,-1,0
11,2,12,16,100,99.3,99,49.8,0,10.2,50,50,2,0,Forest,Warrior,0,0,0,1,-1,0
12,2,14,14,100,95.8,99,50.8,0,10.2,55,55,2,0,Forest,Prophet,0,0,0,1,-1,0
13,2,15,17,100,98.8,99,49.8,0,30.2,50,50,2,0,Plains,Explorer,0,0,0,1,-1,0
14,2,19,19,100,99.8,99,59.8,0,10.2,70,50,2,0,Plains,Healer,0,0,0,1,-1,0
15,2,17,18,100,99.9,99,49.8,0,10.2,50,50,2,0,Plains,Warrior,0,0,0,1,-1,0
16,2,15,14,100,79.8,99,53.8,0,10.2,50,50,2,0,Forest,Warrior,4,0,0,1,-1,0
17,2,9,10,100,86.8,99,51.8,0,20.2,50,70,2,0,Mountain,Thinker,2,0,0,1,-1,0
18,2,16,17,100,98.8,99,49.8,0,10.2,55,55,2,0,Plains,Prophet,0,0,0,1,-1,0
19,2,18,17,100,99.9,99,49.8,0,10.2,50,50,2,0,Plains,Warrior,0,0,0,1,-1,0
20,2,16,12,100,99.8,99,49.8,0,20.2,50,70,2,0,Forest,Thinker,0,0,0,1,-1,0
1,3,7,16,100,86.7,98.5,49.7,0,10.3,50,50,3,0,Forest,Warrior,0,0,0,1,-1,0
2,3,17,13,100,94.2,98.5,49.7,0,10.3,50,50,3,0,Forest,Warrior,0,0,0,1,-1,0
3,3,14,14,100,99.3,98.5,49.7,0,10.3,50,50,3,0,Forest,Warrior,0,0,0,1,-1,0
4,3,1,14,100,90.7,98.5,49.7,0,10.3,50,60,3,0,Forest,Builder,0,0,0,1,-1,0
5,3,1,13,100,93.7,98.5,49.7,0,10.3,50,50,3,0,Forest,Warrior,0,0,0,1,-1,0
6,3,4,16,100,96.2,98.5,49.7,0,10.3,55,55,3,0,Forest,Prophet,0,0,0,1,-1,0
7,3,4,17,100,94.8,98.5,49.7,0,10.3,50,50,3,0,Forest,Warrior,0,0,0,1,-1,0
8,3,5,16,100,79.2,98.5,53.7,0,10.3,50,50,3,0,Forest,Warrior,4,0,0,1,-1,0
9,3,19,13,100,89.7,98.5,51.7,0,10.3,57,55,3,0,Forest,Prophet,6,0.06,0,1,-1,0
10,3,7,15,100,74.7,98.5,53.7,0,10.3,50,60,3,0,Forest,Builder,4,0,0,1,-1,0
11,3,12,16,100,69.2,98.5,49.7,1.95,10.3,50,50,3,0,Forest,Warrior,5,0,0,1,-1,0
12,3,14,14,100,93.7,98.5,51.2,0,10.3,55,55,3,0,Forest,Prophet,0,0,0,1,-1,0
13,3,15,17,100,95.7,98.5,49.7,0,30.3,50,50,3,0,Plains,Explorer,0,0,0,1,-1,0
14,3,19,19,100,94.7,98.5,60.7,0,10.3,71,50,3,0,Plains,Healer,3,0.03,0,1,-1,0
15,3,17,18,100,99.8,98.5,49.7,0,10.3,50,50,3,0,Plains,Warrior,0,0,0,1,-1,0
16,3,15,14,100,69.7,98.5,55.7,0,10.3,50,50,3,0,Forest,Warrior,6,0,0,1,-1,0
17,3,9,10,100,76.7,98.5,53.7,0,20.3,50,70,3,0,Mountain,Thinker,4,0,0,1,-1,0
18,3,15,17,100,98.2,98.5,49.7,0,10.3,55,55,3,0,Plains,Prophet,0,0,0,1,-1,0
19,3,18,17,100,98.8,98.5,49.7,0,10.3,50,50,3,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,3,16,12,100,99.7,98.5,49.7,0,20.3,50,70,3,0,Forest,Thinker,0,0,0,1,-1,0
1,4,7,16,100,83.6,98,49.6,0,10.4,50,50,4,0,Forest,Warrior,0,0,0,1,-1,0
2,4,17,12,100,93.6,98,49.6,0,10.4,50,50,4,0,Forest,Warrior,0,0,0,1,-1,0
3,4,14,14,100,69.2,98,49.6,1.95,10.4,50,50,4,0,Forest,Warrior,5,0,0,1,-1,0
4,4,1,14,100,87.6,98,49.6,0,10.4,50,60,4,0,Forest,Builder,0,0,0,1,-1,0
5,4,1,13,100,90.6,98,49.6,0,10.4,50,50,4,0,Forest,Warrior,0,0,0,1,-1,0
6,4,4,16,100,93.1,98,49.6,0,10.4,55,55,4,0,Forest,Prophet,0,0,0,1,-1,0
7,4,4,17,100,92.7,98,50.1,0,10.4,50,50,4,0,Forest,Warrior,0,0,0,1,-1,0
8,4,5,16,100,69.1,98,55.6,0,10.4,50,50,4,0,Forest,Warrior,6,0,0,1,-1,0
9,4,19,13,100,84.6,98,52.6,0,10.4,58,55,4,0,Forest,Prophet,9,0.09,0,1,-1,0
10,4,7,15,100,64.6,98,55.6,0,10.4,50,60,4,0,Forest,Builder,6,0,0,1,-1,0
11,4,12,16,100,69.1,98,49.6,1.9,10.4,50,50,4,0,Forest,Warrior,5,0,0,1,-1,0
12,4,14,14,100,91.6,98,51.6,0,10.4,55,55,4,0,Forest,Prophet,0,0,0,1,-1,0
13,4,15,17,100,87.6,98,52.6,0.95,30.4,50,50,4,0,Plains,Explorer,2,0,0,1,-1,0
14,4,19,19,100,89.6,98,61.6,0,10.4,72,50,4,0,Plains,Healer,6,0.06,0,1,-1,0
15,4,17,18,100,99.9,98,49.6,0,10.4,50,50,4,0,Plains,Warrior,0,0,0,1,-1,0
16,4,15,14,100,59.6,98,57.6,0,10.4,50,50,4,0,Forest,Warrior,8,0,0,1,-1,0
17,4,9,10,100,66.6,98,55.6,0,20.4,50,70,4,0,Mountain,Thinker,6,0,0,1,-1,0
18,4,15,17,100,73.1,98,52.6,1.95,10.4,55,55,4,0,Plains,Prophet,5,0,0,1,-1,0
19,4,18,17,100,93.7,100,49.6,0,10.4,50,50,4,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,4,16,12,100,99.6,98,49.6,0,20.4,50,70,4,0,Forest,Thinker,0,0,0,1,-1,0
1,5,7,16,100,80.5,97.5,49.5,0,10.5,50,50,5,0,Forest,Warrior,0,0,0,1,-1,0
2,5,17,12,100,93.5,97.5,49.5,0,10.5,50,50,5,0,Forest,Warrior,0,0,0,1,-1,0
3,5,14,14,100,69.1,97.5,49.5,1.9,10.5,50,50,5,0,Forest,Warrior,5,0,0,1,-1,0
4,5,1,14,100,84.5,97.5,49.5,0,10.5,50,60,5,0,Forest,Builder,0,0,0,1,-1,0
5,5,1,13,100,87.5,97.5,49.5,0,10.5,50,50,5,0,Forest,Warrior,0,0,0,1,-1,0
6,5,4,16,100,88,97.5,49.5,0,10.5,53,55,5,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,5,4,17,100,90.6,97.5,50.5,0,10.5,50,50,5,0,Forest,Warrior,0,0,0,1,-1,0
8,5,5,16,100,59,97.5,57.5,0,10.5,50,50,5,0,Forest,Warrior,8,0,0,1,-1,0
9,5,19,12,100,84,97.5,52.5,0,10.5,58,55,5,0,Forest,Prophet,9,0.09,0,1,-1,0
10,5,7,15,100,54.5,97.5,57.5,0,10.5,50,60,5,0,Forest,Builder,8,0,0,1,-1,0
11,5,12,16,100,69,97.5,49.5,1.85,10.5,50,50,5,0,Forest,Warrior,5,0,0,1,-1,0
12,5,14,14,100,89.5,97.5,52,0,10.5,55,55,5,0,Forest,Prophet,0,0,0,1,-1,0
13,5,15,17,100,79.5,97.5,55.5,1.9,30.5,50,50,5,0,Plains,Explorer,4,0,0,1,-1,0
14,5,19,19,100,89,97.5,61.5,0,10.5,72,50,5,0,Plains,Healer,6,0.06,0,1,-1,0
15,5,17,18,100,69.8,97.5,49.5,1.95,10.5,50,50,5,0,Plains,Warrior,5,0,0,1,-1,0
16,5,15,15,100,59,97.5,57.5,0,10.5,50,50,5,0,Forest,Warrior,8,0,0,1,-1,0
17,5,9,10,100,56.5,97.5,57.5,0,20.5,50,70,5,0,Mountain,Thinker,8,0,0,1,-1,0
18,5,15,17,100,78,97.5,55.5,1.9,10.5,55,55,5,0,Plains,Prophet,5,0,0,1,-1,0
19,5,17,17,100,93.1,99.5,49.5,0,10.5,50,50,5,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,5,16,12,100,94.5,97.5,49.5,0,20.5,48,70,5,0,Forest,Thinker,-5,-0.05,0,1,-1,0
1,6,7,16,100,77.4,97,49.4,0,10.6,50,50,6,0,Forest,Warrior,0,0,0,1,-1,0
2,6,17,12,100,93.4,97,49.4,0,10.6,50,50,6,0,Forest,Warrior,0,0,0,1,1,0
3,6,14,14,100,69,97,49.4,1.85,10.6,50,50,6,0,Forest,Warrior,5,0,0,1,1,0
4,6,1,14,100,81.4,97,49.4,0,10.6,50,60,6,0,Forest,Builder,0,0,0,1,-1,0
5,6,1,13,100,84.4,97,49.4,0,10.6,50,50,6,0,Forest,Warrior,0,0,0,1,-1,0
6,6,4,16,100,84.9,97,49.4,0,10.6,53,55,6,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,6,4,17,100,85.5,97,50.4,0,10.6,48,50,6,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,6,5,16,100,48.9,97,59.4,0,10.6,50,50,6,0,Forest,Warrior,10,0,0,1,-1,0
9,6,19,11,100,83.4,97,52.4,0,10.6,58,55,6,0,Forest,Prophet,9,0.09,0,1,1,0
10,6,7,15,100,44.4,97,59.4,0,10.6,50,60,6,0,Forest,Builder,10,0,0,1,-1,0
11,6,12,16,100,68.9,97,49.4,1.8,10.6,50,50,6,0,Forest,Warrior,5,0,0,1,-1,0
12,6,14,14,100,87.4,97,52.4,0,10.6,55,55,6,0,Forest,Prophet,0,0,0,1,1,0
13,6,15,17,100,71.4,97,58.4,2.85,30.6,50,50,6,0,Plains,Explorer,6,0,0,1,-1,0
14,6,19,19,100,85.9,97,61.4,0,10.6,72,50,6,0,Plains,Healer,6,0.06,0,1,-1,0
15,6,16,18,100,69.2,97,49.4,1.9,10.6,50,50,6,0,Plains,Warrior,5,0,0,1,-1,0
16,6,15,15,100,48.9,97,59.4,0,10.6,50,50,6,0,Forest,Warrior,10,0,0,1,1,0
17,6,9,10,100,46.4,97,59.4,0,20.6,50,70,6,0,Mountain,Thinker,10,0,0,1,-1,0
18,6,15,17,100,82.9,97,58.4,1.85,10.6,55,55,6,0,Plains,Prophet,5,0,0,1,-1,0
19,6,18,17,100,92.5,99,49.4,0,10.6,50,50,6,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,6,16,12,100,89.4,97,54.4,0,20.6,49,70,6,0,Forest,Thinker,0,-0.05,0,1,1,0
1,7,7,16,100,74.3,96.5,49.3,0,10.7,50,50,7,0,Forest,Warrior,0,0,0,1,-1,0
2,7,17,11,100,92.8,96.5,49.3,0,10.7,50,50,7,0,Forest,Warrior,0,0,0,1,1,0
3,7,14,14,100,68.9,96.5,49.3,1.8,10.7,50,50,7,0,Forest,Warrior,5,0,0,1,1,0
4,7,1,14,100,78.3,96.5,49.3,0,10.7,50,60,7,0,Forest,Builder,0,0,0,1,-1,0
5,7,1,13,100,81.3,96.5,49.3,0,10.7,50,50,7,0,Forest,Warrior,0,0,0,1,-1,0
6,7,4,16,100,81.8,96.5,49.3,0,10.7,53,55,7,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,7,4,17,100,83.4,96.5,50.8,0,10.7,48,50,7,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,7,5,16,100,38.8,96.5,61.3,0,10.7,50,50,7,0,Forest,Warrior,12,0,0,1,-1,0
9,7,19,10,100,82.8,96.5,52.3,0,10.7,58,55,7,0,Forest,Prophet,9,0.09,0,1,1,0
10,7,7,15,100,34.3,96.5,61.3,0,10.7,50,60,7,0,Forest,Builder,12,0,0,1,-1,0
11,7,12,16,100,68.8,96.5,49.3,1.75,10.7,50,50,7,0,Forest,Warrior,5,0,0,1,-1,0
12,7,14,14,100,85.3,96.5,52.8,0,10.7,55,55,7,0,Forest,Prophet,0,0,0,1,1,0
13,7,15,17,100,63.3,96.5,61.3,3.8,30.7,50,50,7,0,Plains,Explorer,8,0,0,1,-1,0
14,7,19,19,100,84.8,96.5,61.3,0,10.7,72,50,7,0,Plains,Healer,6,0.08,0.2,1,-1,0
15,7,16,18,100,39.1,96.5,49.3,3.85,10.7,50,50,7,0,Plains,Warrior,10,0,0,1,-1,0
16,7,15,15,100,38.8,96.5,61.3,0,10.7,50,50,7,0,Forest,Warrior,12,0,0,1,1,0
17,7,9,10,100,36.3,96.5,61.3,0,20.7,50,70,7,0,Mountain,Thinker,12,0,0,1,-1,0
18,7,15,17,100,87.8,96.5,61.3,1.8,10.7,55,55,7,0,Plains,Prophet,5,0,0,1,-1,0
19,7,18,17,100,87.4,98.5,49.3,0,10.7,50,50,7,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,7,16,12,100,84.3,96.5,59.3,0,20.7,50,70,7,0,Forest,Thinker,0,-0.05,0,1,1,0
1,8,7,16,100,71.2,96,49.2,0,10.8,50,50,8,0,Forest,Warrior,0,0,0,1,-1,0
2,8,17,11,100,87.7,94,49.2,0,12.8,50,50,8,0,Forest,Warrior,0,0,0,1,1,0
3,8,14,14,100,68.8,96,49.2,1.75,10.8,50,50,8,0,Forest,Warrior,5,0,0,1,1,0
4,8,1,14,100,75.2,96,49.2,0,10.8,50,60,8,0,Forest,Builder,0,0,0,1,-1,0
5,8,1,13,100,78.2,96,49.2,0,10.8,50,50,8,0,Forest,Warrior,0,0,0,1,-1,0
6,8,4,16,100,78.7,96,49.2,0,10.8,53,55,8,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,8,4,17,100,81.3,96,51.2,0,10.8,48,50,8,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,8,5,16,100,28.7,96,63.2,0,10.8,50,50,8,0,Forest,Warrior,14,0,0,1,-1,0
9,8,19,9,100,81.7,96,52.2,0,10.8,58,55,8,0,Mountain,Prophet,9,0.09,0,1,1,0
10,8,7,15,100,24.2,96,63.2,0,10.8,50,60,8,0,Forest,Builder,14,0,0,1,-1,0
11,8,12,16,100,68.7,96,49.2,1.7,10.8,50,50,8,0,Forest,Warrior,5,0,0,1,-1,0
12,8,14,14,100,83.2,96,53.2,0,10.8,55,55,8,0,Forest,Prophet,0,0,0,1,1,0
13,8,15,17,100,55.2,96,64.2,4.75,30.8,50,50,8,0,Plains,Explorer,10,0,0,1,-1,0
14,8,19,19,100,84.7,96,61.2,0,10.8,72,50,8,0,Plains,Healer,6,0.08,0.2,1,-1,0
15,8,16,18,100,39,96,49.2,3.8,10.8,50,50,8,0,Plains,Warrior,10,0,0,1,-1,0
16,8,15,15,100,28.7,96,63.2,0,10.8,50,50,8,0,Forest,Warrior,14,0,0,1,1,0
17,8,9,10,100,26.2,96,63.2,0,20.8,50,70,8,0,Mountain,Thinker,14,0,0,1,-1,0
18,8,15,17,100,92.7,96,64.2,1.75,10.8,55,55,8,0,Plains,Prophet,5,0,0,1,-1,0
19,8,18,18,100,86.8,98,49.2,0,10.8,50,50,8,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,8,16,12,100,79.2,96,64.2,0,20.8,51,70,8,0,Forest,Thinker,0,-0.05,0,1,1,0
1,9,7,16,100,68.1,95.5,49.1,0,10.9,50,50,9,0,Forest,Warrior,0,0,0,1,-1,0
2,9,17,12,100,87.1,93.5,49.1,0,12.9,50,50,9,0,Forest,Warrior,0,0,0,1,1,0
3,9,14,14,100,68.7,95.5,49.1,1.7,10.9,50,50,9,0,Forest,Warrior,5,0,0,1,1,0
4,9,1,14,100,72.1,95.5,49.1,0,10.9,50,60,9,0,Forest,Builder,0,0,0,1,-1,0
5,9,1,13,100,75.1,95.5,49.1,0,10.9,50,50,9,0,Forest,Warrior,0,0,0,1,-1,0
6,9,4,16,100,75.6,95.5,49.1,0,10.9,53,55,9,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,9,4,17,100,79.2,95.5,51.6,0,10.9,48,50,9,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,9,5,16,100,18.6,95.5,65.1,0,10.9,50,50,9,0,Forest,Warrior,16,0,0,1,-1,0
9,9,19,8,100,80.6,95.5,52.1,0,10.9,58,55,9,0,Mountain,Prophet,9,0.09,0,1,1,0
10,9,7,15,100,14.1,95.5,65.1,0,10.9,50,60,9,0,Forest,Builder,16,0,0,1,-1,0
11,9,12,16,100,68.6,95.5,49.1,1.65,10.9,50,50,9,0,Forest,Warrior,5,0,0,1,-1,0
12,9,14,14,100,81.1,95.5,53.6,0,10.9,55,55,9,0,Forest,Prophet,0,0,0,1,1,0
13,9,15,17,100,47.1,95.5,67.1,5.7,30.9,50,50,9,0,Plains,Explorer,12,0,0,1,-1,0
14,9,19,19,100,79.6,95.5,62.1,0,10.9,73,50,9,0,Plains,Healer,9,0.11,0.2,1,-1,0
15,9,16,18,100,38.9,95.5,49.1,3.75,10.9,50,50,9,0,Plains,Warrior,10,0,0,1,-1,0
16,9,15,15,100,18.6,95.5,65.1,0,10.9,50,50,9,0,Forest,Warrior,16,0,0,1,1,0
17,9,9,10,100,16.1,95.5,65.1,0,20.9,50,70,9,0,Mountain,Thinker,16,0,0,1,-1,0
18,9,15,17,100,97.6,95.5,67.1,1.7,10.9,55,55,9,0,Plains,Prophet,5,0,0,1,-1,0
19,9,18,18,100,81.7,95.5,49.1,0,12.9,50,50,9,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,9,16,12,100,78.1,95.5,64.1,0,20.9,51,70,9,0,Forest,Thinker,0,-0.03,0.2,1,1,0
1,10,7,16,100,65,95,49,0,11,50,50,10,0,Forest,Warrior,0,0,0,1,-1,0
2,10,17,12,100,82,93,49,0,13,50,50,10,0,Forest,Warrior,0,0,0,1,1,0
3,10,14,14,100,68.6,95,49,1.65,11,50,50,10,0,Forest,Warrior,5,0,0,1,1,0
4,10,1,14,100,67,93,49,0,13,50,60,10,0,Forest,Builder,0,0,0,1,-1,0
5,10,1,13,100,72,95,49,0,11,50,50,10,0,Forest,Warrior,0,0,0,1,-1,0
6,10,4,16,100,72.5,95,49,0,11,53,55,10,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,10,4,17,100,77.1,95,52,0,11,48,50,10,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,10,5,16,100,8.50001,95,67,0,11,50,50,10,0,Forest,Warrior,18,0,0,1,-1,0
9,10,19,7,100,79.3,95,52,0,11,58,55,10,0,Mountain,Prophet,9,0.09,0,1,1,0
10,10,7,15,100,4.00001,95,67,0,11,50,60,10,0,Forest,Builder,18,0,0,1,-1,0
11,10,12,16,100,68.5,95,49,1.6,11,50,50,10,0,Forest,Warrior,5,0,0,1,-1,0
12,10,15,14,100,80.4,95,53.5,0,11,55,55,10,0,Forest,Prophet,0,0,0,1,1,0
13,10,15,17,100,39,95,70,6.65,31,50,50,10,0,Plains,Explorer,14,0,0,1,-1,0
14,10,19,19,100,74.5,95,63,0,11,74,50,10,0,Plains,Healer,12,0.14,0.2,1,-1,0
15,10,16,18,100,38.8,95,49,3.7,11,50,50,10,0,Plains,Warrior,10,0,0,1,-1,0
16,10,15,15,100,8.50001,95,67,0,11,50,50,10,0,Forest,Warrior,18,0,0,1,1,0
17,10,9,10,100,6.00001,95,67,0,21,50,70,10,0,Mountain,Thinker,18,0,0,1,-1,0
18,10,15,17,100,100,95,70,1.65,11,55,55,10,0,Plains,Prophet,5,0,0,1,-1,0
19,10,18,19,100,81,95,49,0,13,50,50,10,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,10,16,12,100,73,95,69,0,21,52,70,10,0,Forest,Thinker,0,-0.03,0.2,1,1,0
1,11,7,16,100,61.9,94.5,48.9,0,11.1,50,50,11,0,Forest,Warrior,0,0,0,1,-1,0
2,11,17,12,100,76.9,92.5,49.9,0,13.1,51,50,11,0,Forest,Warrior,3,0.03,0,1,1,0
3,11,14,14,100,68.5,94.5,48.9,1.6,11.1,50,50,11,0,Forest,Warrior,5,0,0,1,1,0
4,11,1,14,100,63.9,92.5,48.9,0,13.1,50,60,11,0,Forest,Builder,0,0,0,1,-1,0
5,11,1,13,100,68.9,94.5,48.9,0,11.1,50,50,11,0,Forest,Warrior,0,0,0,1,-1,0
6,11,4,16,100,69.4,94.5,48.9,0,11.1,53,55,11,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,11,4,17,100,75,94.5,52.4,0,11.1,48,50,11,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,11,5,16,95,0,94.5,68.9,0,11.1,50,50,11,0,Forest,Warrior,20,0,0,1,-1,0
9,11,19,6,100,78,94.5,51.9,0,11.1,58,55,11,0,Mountain,Prophet,9,0.09,0,1,1,0
10,11,7,15,95,0,94.5,68.9,0,11.1,50,60,11,0,Forest,Builder,20,0,0,1,-1,0
11,11,12,16,100,68.4,94.5,48.9,1.55,11.1,50,50,11,0,Forest,Warrior,5,0,0,1,-1,0
12,11,15,14,100,78.3,94.5,53.9,0,11.1,55,55,11,0,Forest,Prophet,0,0,0,1,1,0
13,11,14,17,100,38.3,94.5,69.9,6.6,31.1,50,50,11,0,Plains,Explorer,14,0,0,1,-1,0
14,11,19,19,100,69.4,94.5,63.9,0,11.1,75,50,11,0,Plains,Healer,15,0.17,0.2,1,-1,0
15,11,16,18,100,38.7,94.5,48.9,3.65,11.1,50,50,11,0,Plains,Warrior,10,0,0,1,-1,0
16,11,15,15,95,0,94.5,68.9,0,11.1,50,50,11,0,Forest,Warrior,20,0,0,1,1,0
17,11,9,10,95,0,94.5,68.9,0,21.1,50,70,11,0,Mountain,Thinker,20,0,0,1,-1,0
18,11,15,17,100,99.9,94.5,69.9,1.6,11.1,55,55,11,0,Plains,Prophet,5,0,0,1,-1,0
19,11,17,19,100,80.3,94.5,48.9,0,13.1,50,50,11,0,Plains,Warrior,0,0.02,0.2,1,-1,0
20,11,16,11,100,72.3,94.5,68.9,0,21.1,52,70,11,0,Forest,Thinker,0,-0.03,0.2,1,1,0
1,12,7,16,100,58.8,94,48.8,0,11.2,50,50,12,0,Forest,Warrior,0,0,0,1,-1,0
2,12,17,12,100,71.8,92,50.8,0,13.2,52,50,12,0,Forest,Warrior,6,0.06,0,1,1,0
3,12,14,14,100,68.4,94,48.8,1.55,11.2,50,50,12,0,Forest,Warrior,5,0,0,1,1,0
4,12,1,14,100,60.8,92,48.8,0,13.2,50,60,12,0,Forest,Builder,0,0,0,1,-1,0
5,12,1,13,100,65.8,94,48.8,0,11.2,50,50,12,0,Forest,Warrior,0,0,0,1,-1,0
6,12,4,16,100,66.3,94,48.8,0,11.2,53,55,12,0,Forest,Prophet,-5,-0.05,0,1,-1,0
7,12,4,17,100,72.9,94,52.8,0,11.2,48,50,12,0,Forest,Warrior,-5,-0.05,0,1,-1,0
8,12,5,16,90,0,94,70.8,0,11.2,50,50,12,0,Forest,Warrior,22,0,0,1,-1,0
9,12,19,5,100,76.7,94,51.8,0,11.2,58,55,12,0,Mountain,Prophet,9,0.09,0,1,1,0
10,12,7,15,90,0,94,70.8,0,11.2,50,60,12,0,Forest,Builder,22,0,0,1,-1,0
11,12,12,16,100,68.3,94,48.8,1.5,11.2,50,50,12,0,Forest,Warrior,5,0,0,1,-1,0
12,12,15,14,100,76.2,94,54.3,0,11.2,55,55,12,0,Forest,Prophet,0,0,0,1,1,0
13,12,14,17,100,35.2,94,69.8,6.55,31.2,50,50,12,0,Plains,Explorer,14,0,0,1,-1,0
14,12,19,19,100,64.3,94,64.8,0,11.2,76,50,12,0,Plains,Healer,18,0.2,0.2,1,-1,0
15,12,16,18,100,38.6,94,48.8,3.6,11.2,50,50,12,0,Plains,Warrior,10,0,0,1,-1,0
16,12,15,15,90,0,94,70.8,0,11.2,50,50,12,0,Forest,Warrior,22,0,0,1,1,0
17,12,9,10,90,0,94,70.8,0,21.2,50,70,12,0,Mountain,Thinker,22,0,0,1,-1,0
18,12,15,17,100,99.8,94,69.8,1.55,11.2,55,55,12,0,Plains,Prophet,5,0,0,1,-1,0
19,12,17,19,100,79.2,94,48.8,0,13.2,50,50,12,0,Plains,Warrior,0,0.04,0.4,1,-1,0
20,12,16,10,100,71,94,68.8,0,21.2,52,70,12,0,Mountain,Thinker,0,-0.03,0.2,1,1,0
